atlas_relationship_id,source_phase,source_artifact,local_relationship_id,source_local_endpoint_id,target_local_endpoint_id,source_atlas_entity_id,target_atlas_entity_id,source_system_id,target_system_id,native_source_system_label,native_target_system_label,normalized_relationship_class,endpoint_role_source,endpoint_role_target,source_join_level,target_join_level,evidence_class,documented_or_inferred,source_id,evidence_strength,confidence,uncertainty_id,directionality,spatial_scale,temporal_basis,scenario_status,inference_basis,uncertainty,suitable_for_visualization,suitable_for_qualitative_reasoning,suitable_for_stress_test_propagation,suitable_for_quantitative_aggregation,Atlas_use,caveat
AR-11B-DEP-0045-HOUSING-INFRASTRUCTURE-39f66cb1,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-housing_infrastructure,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0045-GOVERNANCE-dec3dc75,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0045-governance,MUNI-3964150,,ENT-POPULATION-MUNI-3964150,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0046-WATER-8810712f,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-water,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0046-WASTEWATER-fcba7f7e,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-wastewater,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s05_ohio_npdes,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
AR-11B-DEP-0046-ENERGY-1e76fade,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-energy,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0046-TRANSPORT-37cf00c9,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-transport,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_oh_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0046-CLIMATE-HAZARD-20c7613a,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-climate_hazard,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0046-ENVIRONMENTAL-HEALTH-2a68fcdc,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-environmental_health,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0046-ECOLOGY-LAND-74f68d42,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-ecology_land,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0046-BIOGEOCHEMICAL-ad73e1aa,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-biogeochemical,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0046-HOUSING-INFRASTRUCTURE-8786e4f6,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-housing_infrastructure,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
AR-11B-DEP-0046-GOVERNANCE-c9a21427,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0046-governance,MUNI-3968686,,ENT-POPULATION-MUNI-3968686,,SYS-POPULATION,SYS-GOVERNANCE,,governance,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,moderate,moderate,,directed_local_record,municipal/county,2026 baseline,BASELINE_DEPENDENCY,"Boundary, operator, service territory, and population served remain distinct.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Boundary, operator, service territory, and population served remain distinct."
AR-11B-DEP-0047-WATER-d99ee8a7,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-water,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,SYS-WATER,,water,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_governance_context,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: Generalized service-responsibility context only; no state-specific operator or exact resident-to-utility assignment.
AR-11B-DEP-0047-WASTEWATER-aec04e15,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-wastewater,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,SYS-WATER,,wastewater,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s05_ohio_npdes,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Ohio regulatory program context only; no exact sewer territory, treatment load, or resident assignment."
AR-11B-DEP-0047-ENERGY-a034e178,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-energy,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,SYS-ENERGY,,energy,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase10_s24_pjm,moderate,moderate,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: Regional wholesale/high-voltage context only; no local distribution assignment, demand model, or outage probability."
AR-11B-DEP-0047-TRANSPORT-7139e4cc,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-transport,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,SYS-FREIGHT,,transport,operational dependency,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,s11b_lodes_oh_od,moderate,limited,,directed_local_record,county/county_pair,2026 baseline,BASELINE_DEPENDENCY,State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,Inferred relationship retained: State-matched LODES OD supports generalized commuting context; the dependency is inferred and exposes no individual paths or passenger surveillance.
AR-11B-DEP-0047-CLIMATE-HAZARD-977b959c,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-climate_hazard,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,,,climate_hazard,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase9_hazard_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Hazard interface is not exposure, dose, or health outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Hazard interface is not exposure, dose, or health outcome."
AR-11B-DEP-0047-ENVIRONMENTAL-HEALTH-005e5dd3,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-environmental_health,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,SYS-EXPOSURE,,environmental_health,exposure pathway,population/settlement entity,generalized external interface,exact,system-level,CONTEXT_REUSED,reused_context,phase7_exposure_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"Population presence is not exposure, dose, illness, or risk.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Reused context retained and not counted as new evidence: Population presence is not exposure, dose, illness, or risk."
AR-11B-DEP-0047-ECOLOGY-LAND-265a4912,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-ecology_land,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,,,ecology_land,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,phase6_ecology_context,limited,limited,,directed_local_record,county/regional,2026 baseline,BASELINE_DEPENDENCY,"No habitat quality, biodiversity, or ecological-risk score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: No habitat quality, biodiversity, or ecological-risk score."
AR-11B-DEP-0047-BIOGEOCHEMICAL-047e5dbd,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-biogeochemical,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,SYS-BIOGEOCHEMISTRY,,biogeochemical,material flow,population/settlement entity,generalized external interface,exact,system-level,INFERRED,inferred,phase8_biogeochemical_context,limited,limited,,directed_local_record,county/watershed,2026 baseline,BASELINE_DEPENDENCY,"No new nutrient load, concentration, or treatment outcome.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION,"Inferred relationship retained: No new nutrient load, concentration, or treatment outcome."
AR-11B-DEP-0047-HOUSING-INFRASTRUCTURE-0131bec5,11B,data/processed/analysis/population_system_dependency_register.csv,DEP-0047-housing_infrastructure,MUNI-3976022,,ENT-POPULATION-MUNI-3976022,,SYS-POPULATION,,,housing_infrastructure,operational dependency,population/settlement entity,generalized external interface,exact,nonjoinable,INFERRED,inferred,s11a_acs_2024_5yr,limited,limited,,directed_local_record,county/place,2026 baseline,BASELINE_DEPENDENCY,"Housing context is not a condition, desirability, or vulnerability score.",Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING;QUALITATIVE_STRESS_TEST_ONLY;NO_QUANTITATIVE_AGGREGATION;SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Inferred relationship retained: Housing context is not a condition, desirability, or vulnerability score."
